Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,CountryFull,EmailAddress,Username,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,Occupation,Domain,Country,Number,Company
female,American,Mrs.,Mary,R,Dubois,"678 Dundas St",Toronto,ON,Ontario,"M2N 2G8",Canada,MaryRDubois@dayrep.com,Hister1962,416-223-2956,1,Studebaker,10/13/1962,60,Dentist,DumbRule.ca,CA,742,Quickbiz
female,American,Ms.,Shirley,C,Dorsey,"2305 Fallon Drive",Kerwood,ON,Ontario,"N0M 2B0",Canada,ShirleyCDorsey@fleckens.hu,Strent,519-247-7002,1,Arnott,5/12/1984,39,"Poultry farmer",OrderResearch.ca,CA,743,"Scotty's Builders Supply"
male,American,Mr.,Michael,C,Brown,"4661 Alaska Hwy",Taylor,BC,"British Columbia","V0C 2K0",Canada,MichaelCBrown@cuvox.de,Hicupok,250-789-9269,1,Keys,7/16/1973,50,"Film and video editor",Wimaxville.ca,CA,744,"Britches of Georgetown"
male,American,Mr.,Jean,C,Meyer,"632 Harvest Moon Dr",Unionville,ON,Ontario,"L3R 0L7",Canada,JeanCMeyer@cuvox.de,Sheroattept,905-947-0712,1,Young,12/3/1978,44,Applicator,JudicialJobs.ca,CA,745,"Mr. Good Buys"
female,American,Mrs.,Elizabeth,T,McDonald,"1036 Central Pkwy",Mississauga,ON,Ontario,"L5M 5P5",Canada,ElizabethTMcDonald@dayrep.com,Aber1952,905-603-3614,1,Lakes,5/17/1952,71,"Tire repairer",GynecologistSalary.ca,CA,746,Sherman's
male,American,Mr.,Charles,S,Miller,"4292 Bayfield St",Midland,ON,Ontario,"L4S 1V5",Canada,CharlesSMiller@armyspy.com,Nuised,705-528-5308,1,Landry,6/5/1992,31,"Medical technician",WirelessPromos.ca,CA,747,"The Royal Canadian Pancake Houses"
female,American,Mrs.,Kim,S,Elliott,"1574 Pitt St",Cornwall,ON,Ontario,"K6J 3R2",Canada,KimSElliott@rhyta.com,Verid1957,613-933-8098,1,Carter,12/1/1957,65,"Academic dean",GeorgiaCab.ca,CA,748,"Hills Supermarkets"
male,American,Mr.,James,K,Moorman,"1686 St George Street",Vancouver,BC,"British Columbia","V5T 1Z7",Canada,JamesKMoorman@cuvox.de,Cized1979,604-872-0529,1,Latson,6/5/1979,44,"Ophthalmologic sonographer",FriendshipFriday.ca,CA,749,"KB Toys"
female,American,Ms.,Meda,H,Wright,"42 Weir Crescent",Toronto,ON,Ontario,"M1E 3T8",Canada,MedaHWright@jourrapide.com,Racionery,416-660-4218,1,Wagner,6/12/1973,50,Principal,ChanceCalculator.ca,CA,750,"Alert Alarm Company"
male,American,Mr.,Dale,K,Daniel,"3499 René-Lévesque Blvd",Montreal,QC,Quebec,"H3B 4W8",Canada,DaleKDaniel@jourrapide.com,Parily,514-582-5435,1,Luther,1/9/1960,63,"Cutting, punching, and press machine setter",TypePoker.ca,CA,751,"King Carol"
female,American,Ms.,Brenda,J,Fremont,"4214 King George Hwy",Surrey,BC,"British Columbia","V3W 4E3",Canada,BrendaJFremont@dayrep.com,Threalthen,604-596-2971,1,Wallace,3/1/1968,55,Editor,AptDealers.ca,CA,752,"Argus Tapes & Records"
male,American,Mr.,Robert,K,Coates,"1522 Charleton Ave",Hamilton,ON,Ontario,"L8N 3X3",Canada,RobertKCoates@superrito.com,Smarculd,905-912-2680,1,Muhammad,3/27/1963,60,"Medical translator",HockeyStrategy.ca,CA,753,"Good Guys"
female,American,Mrs.,Lee,M,Smith,"1929 Yonge Street",Toronto,ON,Ontario,"M4W 1J7",Canada,LeeMSmith@jourrapide.com,Wasto1979,416-616-1440,1,Davis,10/1/1979,43,"Civil engineering technician",ShopTutors.ca,CA,754,"Mars Music"
male,American,Mr.,Cecil,J,Robinson,"1508 James Street",Aldergrove,BC,"British Columbia","V5W 3P7",Canada,CecilJRobinson@armyspy.com,Alludeply79,604-856-7865,1,Judy,6/19/1979,44,"Prepress technician",BrainReview.ca,CA,755,"Garden Guru"
male,American,Mr.,David,T,Stapleton,"686 rue Ontario Ouest",Montreal,QC,Quebec,"H2X 1Y8",Canada,DavidTStapleton@superrito.com,Olcou1974,514-843-3413,1,Rojas,4/26/1974,49,"Electronic newsgathering operator",FluChat.ca,CA,756,Gottschalks
female,American,Mrs.,Beth,S,Sterling,"4589 Water Street",Kitchener,ON,Ontario,"N2H 5A5",Canada,BethSSterling@gustr.com,Hiondsheings,519-741-1942,1,Dennard,6/28/1963,60,"Store manager",Callzine.ca,CA,757,"Singer Lumber"
male,American,Mr.,John,B,Adams,"4019 Carling Avenue",Ottawa,ON,Ontario,"K1Z 7B5",Canada,JohnBAdams@jourrapide.com,Whimper,613-298-7027,1,Becker,3/1/1968,55,"Magnetic resonance (MR) technologist",TennisPreviews.ca,CA,758,"STM Auto Parts"
male,American,Mr.,Tyler,C,Pina,"3910 Nootka Street",Vancouver,BC,"British Columbia","V5M 3M5",Canada,TylerCPina@einrot.com,Hablinfuld,778-840-5642,1,Johnson,8/28/1968,54,Dipper,OperationDay.ca,CA,759,"Wherehouse Music"
male,American,Mr.,Douglas,C,Lewis,"132 5th Avenue","Fox Lake",AB,Alberta,"T0H 1R0",Canada,DouglasCLewis@superrito.com,Exating,780-659-5214,1,Choi,6/23/1958,65,"Dental medicine doctor",ParkingProblem.ca,CA,760,"Midwest TV & Appliance"
female,American,Ms.,Tracy,T,Clark,"1699 40th Street",Edmonton,AB,Alberta,"T2P 3Z3",Canada,TracyTClark@jourrapide.com,Amoved88,780-486-8258,1,Fay,1/17/1988,35,"Executive housekeeper",RecycleRoad.ca,CA,761,"Golden Joy"
female,American,Mrs.,Denise,D,Tyer,"1881 Summerfield Blvd",Airdrie,AB,Alberta,"T4B 2C2",Canada,DeniseDTyer@dayrep.com,Wilty1962,403-316-2851,1,Lam,6/25/1962,61,"Respiratory therapy technician",AdvertisingBars.ca,CA,762,"Shoe Kicks"
male,American,Mr.,Ronald,S,Cole,"4346 Adelaide St",Toronto,ON,Ontario,"M5H 1P6",Canada,RonaldSCole@jourrapide.com,Spectimpas,416-863-8939,1,Steele,12/31/1977,45,"Public finance economist",IceDistributor.ca,CA,763,"Liberty Wealth Planners"
female,American,Mrs.,Lois,E,Meyer,"4698 Bayfield St","Richmond Hill",ON,Ontario,"L4C 3Y2",Canada,LoisEMeyer@armyspy.com,Onfew1961,905-737-9190,1,Lewis,8/15/1961,61,"Woodworking machine operator",CheaperCity.ca,CA,764,"Universal Design Partners"
male,American,Mr.,Gordon,M,Cook,"1621 Weston Rd",Toronto,ON,Ontario,"M9N 1G4",Canada,GordonMCook@cuvox.de,Sivand,416-235-2278,1,Innis,3/8/1985,38,"Aircraft systems assembler",BetaPages.ca,CA,765,Monlinks
female,American,Mrs.,Jan,C,Medina,"3873 Ross Street",Renfrew,ON,Ontario,"K7V 1T5",Canada,JanCMedina@superrito.com,Wonstaid,613-433-8325,1,Scott,1/10/1972,51,"Nurse specialist",CampusChiropractic.ca,CA,766,"Gov Mart"
male,American,Mr.,David,D,Chan,"4625 Cork St",Guelph,ON,Ontario,"N1H 2W8",Canada,DavidDChan@rhyta.com,Joill1950,519-821-6709,1,Applegate,1/8/1950,73,"Property manager",LavishToys.ca,CA,767,"Ruehl No. 925"
male,American,Mr.,Donald,G,Hartwell,"2694 Whitmore Road","Fort Erie",ON,Ontario,"L0L 0L0",Canada,DonaldGHartwell@teleworm.us,Arruithe,905-871-2083,1,Peel,12/22/1959,63,"Staffing manager",NightAgenda.ca,CA,768,Macroserve
female,American,Ms.,Alice,R,Chambers,"1916 Burdett Avenue",Victoria,BC,"British Columbia","V8Z 2J8",Canada,AliceRChambers@cuvox.de,Walach,250-479-3619,1,McInturff,5/4/1955,68,"Ticket clerk",ParkNewspaper.ca,CA,769,Evans
female,American,Mrs.,Marla,J,Perkins,"2121 Blanshard",Victoria,BC,"British Columbia","V8W 2H9",Canada,MarlaJPerkins@einrot.com,Beforrome,250-882-3987,1,Lipscomb,3/24/1965,58,"Treatment plant and system operator",ChesapeakeResidential.ca,CA,770,"Solution Answers"
female,American,Dr.,Francis,J,Martinez,"495 Galts Ave","Red Deer",AB,Alberta,"T4N 2A6",Canada,FrancisJMartinez@jourrapide.com,Moductim,403-886-6144,1,Shaw,1/4/1988,35,Farmworker,TravelLotions.ca,CA,771,"Virgin Megastores"
male,American,Mr.,David,S,Smith,"624 Nelson Street",Nipigon,ON,Ontario,"P0T 2J0",Canada,DavidSSmith@cuvox.de,Reaterfecon,807-887-7489,1,Gingerich,4/7/1995,28,"News vendor",BreakfastSales.ca,CA,772,"Netcom Business Services"
male,American,Mr.,Charles,L,Duerr,"3849 Yonge Street",Toronto,ON,Ontario,"M4W 1J7",Canada,CharlesLDuerr@fleckens.hu,Squeseseen,416-270-7486,1,Shell,5/31/1956,67,"Localization translator",SearchLuggage.ca,CA,773,"Olson Electronics"
male,American,Mr.,William,A,Jones,"837 St Jean Baptiste St","Baie St Paul",QC,Quebec,"G0A 1B0",Canada,WilliamAJones@rhyta.com,Awkwast,418-240-7466,1,Minor,8/22/1972,50,"DEA agent",MaternityAdvisors.ca,CA,774,"id Boutiques"
female,American,Ms.,Stephanie,J,Palacio,"1249 Rue De La Gare",Dolbeau,QC,Quebec,"G8L 1C3",Canada,StephanieJPalacio@jourrapide.com,Thencoarchey,418-276-9010,1,Taplin,11/26/1953,69,"Concrete finisher",SafeChannels.ca,CA,775,"Vibrant Man"
female,American,Ms.,Charlotte,B,Kern,"265 Scotts Lane","Cobble Hill",BC,"British Columbia","V0R 1L1",Canada,CharlotteBKern@dayrep.com,Sincen,250-733-4604,1,Crowe,1/28/1971,52,"Agent-contract clerk",InsuranceSquad.ca,CA,776,"Trak Auto"
male,American,Mr.,Ronald,N,Singleton,"4233 Broadmoor Blvd","Sherwood Park",AB,Alberta,"T8A 1V6",Canada,RonaldNSingleton@rhyta.com,Thady1965,780-662-5869,1,Chestnut,2/10/1965,58,"Transit and railroad police",SpywareDirect.ca,CA,777,"Music Plus"
female,American,Mrs.,Roni,S,Dotts,"51 Water Street",Kitchener,ON,Ontario,"N2H 5A5",Canada,RoniSDotts@armyspy.com,Wasuroded,519-576-5482,1,Jun,2/9/1983,40,"Travel guide",WithoutWireless.ca,CA,778,"Giant Open Air"
female,American,Dr.,Sharon,W,Harris,"115 Leslie Street",Newmarket,ON,Ontario,"L3Y 2A3",Canada,SharonWHarris@teleworm.us,Whathim1996,905-806-0903,1,Spence,1/11/1996,27,"Registered nurse anesthetist",ComedyDiary.ca,CA,779,"Pay'N Takeit"
female,American,Ms.,Pauline,K,Wireman,"2879 rue Ontario Ouest",Montreal,QC,Quebec,"H2X 1Y8",Canada,PaulineKWireman@teleworm.us,Friese95,514-842-2140,1,Anaya,12/14/1995,27,"Fire inspector",ToyPulse.ca,CA,780,"Pace Membership Warehouse"
male,American,Dr.,Frederick,S,McCarthy,"4092 Acton Avenue",Toronto,ON,Ontario,"M3H 4J1",Canada,FrederickSMcCarthy@teleworm.us,Doopeas,416-631-4240,1,Zellmer,8/1/1997,25,"Freight, stock, and material mover",NameSecurities.ca,CA,781,"Red Fox Tavern"
female,American,Mrs.,Genevieve,J,Sanders,"4963 Bellwood Acres Rd",Huntsville,ON,Ontario,"P0A 1K0",Canada,GenevieveJSanders@einrot.com,Moralm,705-787-4450,1,Ricker,12/30/1955,67,"Library media specialist",DirectoryZip.ca,CA,782,"Childrens Bargain Town"
male,American,Mr.,Larry,L,White,"945 Reserve St","Deux Rivieres",ON,Ontario,"K0J 1R0",Canada,LarryLWhite@gustr.com,Beasto,705-747-3127,1,McDonald,12/3/1992,30,"Transportation inspector",ThemeState.ca,CA,783,"EXPO Design Center"
male,American,Mr.,Juan,D,Porter,"2877 Duke Street",Montreal,QC,Quebec,"H3C 5K4",Canada,JuanDPorter@einrot.com,Getumer1963,514-234-4106,1,Hanlon,6/21/1963,60,"Personnel clerk",InterviewWire.ca,CA,784,"Hughes Markets"
female,American,Ms.,Debbie,V,Spencer,"361 11th Ave",Calgary,AB,Alberta,"T2P 1M6",Canada,DebbieVSpencer@fleckens.hu,Rellovent,403-269-0529,1,Camp,1/20/1953,70,"Ticket clerk",LoanLien.ca,CA,785,Capitalcorp
female,American,Mrs.,Anna,M,Peck,"4127 Northumberland Street",Erin,ON,Ontario,"N0B 1T0",Canada,AnnaMPeck@superrito.com,Nessery,519-833-9302,1,Herman,7/6/2001,22,"Motorboat mechanic",BestTheory.ca,CA,786,Konsili
male,American,Mr.,Vernon,J,Alvarez,"827 Weston Rd",Toronto,ON,Ontario,"M9N 1G4",Canada,VernonJAlvarez@cuvox.de,Lathe1971,416-210-8323,1,Fitzgerald,6/22/1971,52,"Occupational analyst",ShowFever.ca,CA,787,"Paul Harris"
male,American,Mr.,George,E,Brown,"2960 Brant Ave",Eaglesham,AB,Alberta,"T1T 1T1",Canada,GeorgeEBrown@superrito.com,Prifecon,780-359-4605,1,McHugh,6/20/1995,28,"Business office assistant",HealthRent.ca,CA,788,"Pro Yard Services"
male,American,Mr.,Manuel,L,Craig,"2925 Bridgeport Rd",Collingwood,ON,Ontario,"L9Y 1X1",Canada,ManuelLCraig@dayrep.com,Apoe1968,705-606-6911,1,Chapel,9/5/1968,54,"Patient educator",ScrapWorm.ca,CA,789,"Pup 'N' Taco"
male,American,Mr.,Samuel,J,Goebel,"1535 St Jean Baptiste St","Cap Aux Meules",QC,Quebec,"G0B 1B0",Canada,SamuelJGoebel@rhyta.com,Comel1980,418-986-5351,1,Ohearn,1/18/1980,43,"Library media aide",GuestJudge.ca,CA,790,Weatherill's
female,American,Ms.,Amanda,O,Lewis,"195 Brew Creek Rd","Seton Portage",BC,"British Columbia","V0N 3C0",Canada,AmandaOLewis@cuvox.de,Requed,250-259-5188,1,Leblanc,10/23/1973,49,"Loading machine operator",TacomaHandyman.ca,CA,791,"Coast to Coast Hardware"
male,American,Mr.,Edward,Z,Mucci,"619 Robson St",Vancouver,BC,"British Columbia","V6B 3K9",Canada,EdwardZMucci@armyspy.com,Whount,604-974-0484,1,Talbott,1/14/1949,74,"Benefits administrator",FlyMalls.ca,CA,792,"Peter Reeves"
female,American,Ms.,Rebecca,P,Morris,"2947 Victoria Park Ave",Toronto,ON,Ontario,"M2J 3T7",Canada,RebeccaPMorris@cuvox.de,Essan1988,416-719-9991,1,Taub,5/15/1988,35,"Medical records and health information technician",AstrologyClipart.ca,CA,793,"Handy Dan"
male,American,Mr.,Mark,H,Burris,"1300 Derry Rd",Malton,ON,Ontario,"L4T 1A8",Canada,MarkHBurris@cuvox.de,Soughted,905-740-9969,1,Derrick,11/2/1966,56,Curator,ConnectRV.ca,CA,794,"Carl Durfees"
male,American,Mr.,Carl,D,Diaz,"735 Carling Avenue",Ottawa,ON,Ontario,"K1Z 7B5",Canada,CarlDDiaz@armyspy.com,Lebothis,613-853-2801,1,Hair,9/23/1947,75,"Stock trader",MaternityMoments.ca,CA,795,Adapt
male,American,Mr.,Stanley,T,Schroeder,"2857 Lynden Road","Mount Albert",ON,Ontario,"L0G 1M0",Canada,StanleyTSchroeder@superrito.com,Ofore1960,905-473-8538,1,McCartney,12/1/1960,62,"Oral radiologist",PreTree.ca,CA,796,"Pak and Save"
male,American,Mr.,Craig,O,Orr,"2180 Duke Street",Montreal,QC,Quebec,"H3C 5K4",Canada,CraigOOrr@fleckens.hu,Therevized,514-213-2584,1,James,5/31/1974,49,"Heat treating equipment tender",AdvertisementFinder.ca,CA,797,Flexus
female,American,Ms.,Jacquelynn,L,Sisco,"1309 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,JacquelynnLSisco@gustr.com,Ents2002,647-686-6678,1,Stanley,5/12/2002,21,"Greenhouse manager",MusicTeasers.ca,CA,798,"Cut Rite"
female,American,Ms.,Leila,C,Contreras,"1834 Bellwood Acres Rd",Emsdale,ON,Ontario,"P0A 1J0",Canada,LeilaCContreras@armyspy.com,Hishismand,705-636-1756,1,Cross,12/15/2003,19,"Ophthalmic nurse",DUIRepresentative.ca,CA,799,"Techo Solutions"
female,American,Ms.,Nancy,M,Manson,"1019 Dry Pine Bay Rd","Copper Cliff",ON,Ontario,"P0M 1N0",Canada,NancyMManson@dayrep.com,Parom1998,705-682-7941,1,Son,1/8/1998,25,"Chemical technician",MobCommunity.ca,CA,800,"House Of Denmark"
female,American,Mrs.,June,I,Candelario,"4776 Tycos Dr",Toronto,ON,Ontario,"M5T 1T4",Canada,JuneICandelario@einrot.com,Youghoor1980,416-931-5232,1,Patel,9/14/1980,42,"Payroll technician",SatelliteSavvy.ca,CA,801,"Frame Scene"
male,American,Mr.,Thomas,D,Snyder,"640 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,ThomasDSnyder@einrot.com,Pleempaske,416-834-0042,1,Gonzalez,10/3/1992,30,"Employee benefits manager",SightInsurance.ca,CA,802,"World Radio"
male,American,Mr.,Richard,S,Lindsey,"3940 rue Saint-Charles",Longueuil,QC,Quebec,"J4H 1M3",Canada,RichardSLindsey@einrot.com,Welain85,450-468-6956,1,Findley,1/27/1985,38,"Construction job cost estimator",LogPoker.ca,CA,803,"Canal Villere"
female,American,Ms.,Joanne,M,McCants,"4223 Pitfield Blvd","St Laurent",QC,Quebec,"H4S 1H3",Canada,JoanneMMcCants@gustr.com,Damend,514-831-2709,1,Delgadillo,4/27/1976,47,"Captive agent",BuyHour.ca,CA,804,"Strategic Profit"
female,American,Ms.,Diane,R,Jenkins,"3774 Albert Street",Hague,SK,Saskatchewan,"S4P 3Y2",Canada,DianeRJenkins@superrito.com,Sooked,306-225-3004,1,Fitzgerald,3/26/1960,63,"Judiciary translator",TicketAvailable.ca,CA,805,Bettendorf's
female,American,Ms.,Mary,S,Carmody,"2671 Nelson Street",Pikangikum,ON,Ontario,"P0V 2L0",Canada,MarySCarmody@fleckens.hu,Nevolly,807-772-5699,1,Housman,9/15/2001,21,"Timber cutting and logging worker",TypingStore.ca,CA,806,"Sofa Express"
male,American,Mr.,Ezra,E,Farr,"4132 Bayfield St",Midland,ON,Ontario,"L4S 1V5",Canada,EzraEFarr@dayrep.com,Plefuspritir,705-543-5632,1,Simonson,6/8/1994,29,Sportscaster,PromEssentials.ca,CA,807,"Licorice Pizza"
male,American,Mr.,Jeffrey,E,Hunsinger,"1576 Adelaide St",Toronto,ON,Ontario,"M5H 1P6",Canada,JeffreyEHunsinger@superrito.com,Gurhander,416-865-9545,1,Moore,1/22/1967,56,"Emergency medical technician",PodcastBrokers.ca,CA,808,"Envirotecture Design Service"
male,American,Mr.,Sergio,L,Drozd,"1362 Scotts Lane","Okanagan Mission",BC,"British Columbia","V0R 1S0",Canada,SergioLDrozd@teleworm.us,Frefacluste,250-764-9887,1,Manning,2/10/2000,23,"Drywall installer",SportsInspector.ca,CA,809,Delchamps
male,American,Mr.,Lou,K,Calabrese,"4361 St Marys Rd",Winnipeg,MB,Manitoba,"R2X 2Y7",Canada,LouKCalabrese@gustr.com,Intle1960,204-399-7292,1,Seiler,3/3/1960,63,Painter,NursingLamps.ca,CA,810,"Buttrey Food & Drug"
male,American,Mr.,David,R,Sheppard,"3666 Pitt St",Cornwall,ON,Ontario,"K6J 3R2",Canada,DavidRSheppard@armyspy.com,Hisper55,613-930-0172,1,Sullivan,7/13/1955,68,"Armored car guard",WebsiteLesson.ca,CA,811,"Rogersound Labs"
female,American,Ms.,Susan,J,McCutchen,"3388 40th Street",Edmonton,AB,Alberta,"T2P 3Z3",Canada,SusanJMcCutchen@einrot.com,Rilliall,780-930-1055,1,Burgess,7/7/1958,65,"Grader operator",URLRankings.ca,CA,812,"Hughes Markets"
male,American,Mr.,Joshua,L,Evans,"4938 Granville St",Halifax,NS,"Nova Scotia","B3K 5L2",Canada,JoshuaLEvans@gustr.com,Spown1996,902-452-7439,1,Nunez,2/14/1996,27,"Custodial worker",HandmadeRecipes.ca,CA,813,Sportmart
female,American,Ms.,Margo,J,Brock,"3787 Port Washington Road",Cayley,AB,Alberta,"T0L 0P0",Canada,MargoJBrock@dayrep.com,Begrommento,403-395-0985,1,Jackson,1/27/1968,55,"Camera operator",AirBirth.ca,CA,814,"Listen Up"
female,American,Mrs.,Amanda,W,Held,"1915 Eglinton Avenue",Toronto,ON,Ontario,"M4P 1A6",Canada,AmandaWHeld@superrito.com,Sartur04,647-406-3412,1,Brooks,7/4/2004,19,"Radio mechanic",PalJam.ca,CA,815,"House Works"
female,American,Ms.,Ruth,E,Verdugo,"3586 Yonge Street",Toronto,ON,Ontario,"M4W 1J7",Canada,RuthEVerdugo@cuvox.de,Heremer,416-302-6258,1,Eley,3/12/1950,73,"Flight engineer",JokeInsider.ca,CA,816,"Food Fair"
female,American,Ms.,June,J,Mays,"4932 Wellington Street",Toronto,ON,Ontario,"M9C 3J5",Canada,JuneJMays@einrot.com,Yesseresels,416-641-0622,1,Lewis,9/22/1949,73,Chef,NumericNews.ca,CA,817,Sistemos
male,American,Mr.,Todd,J,Hudak,"3371 Heritage Drive",Calgary,AB,Alberta,"T2V 2W2",Canada,ToddJHudak@armyspy.com,Aleat1975,403-803-9147,1,Phillips,7/20/1975,48,"Gynecology nurse",PotteryEmporium.ca,CA,818,"Harmony House"
male,American,Mr.,Leonard,H,Olsson,"4951 Weir Crescent",Toronto,ON,Ontario,"M1E 3T8",Canada,LeonardHOlsson@gustr.com,Mathereard51,416-937-8811,1,Melgar,6/10/1951,72,"Market research analyst",OleForum.ca,CA,819,"Wilson's Jewelers"
male,American,Mr.,Bill,E,Stone,"4596 Stoney Creek","Green Lake",SK,Saskatchewan,"S4P 3Y2",Canada,BillEStone@einrot.com,Greaboy,306-832-1436,1,Jowett,1/3/1990,33,"Labor economist",StandardOdds.ca,CA,820,"Dream Home Improvements"
male,American,Mr.,Dustin,L,Tansey,"2276 49th Avenue",Tuktoyaktuk,NT,"Northwest Territories","X0E 1C0",Canada,DustinLTansey@cuvox.de,Frighbord,867-977-9310,1,Schultz,12/18/1947,75,"Extruding and forming machine setter",RoofingDocs.ca,CA,821,"World of Fun"
female,American,Mrs.,Renee,J,Snyder,"253 St. Paul Street","St Catharines",ON,Ontario,"L2V 3G2",Canada,ReneeJSnyder@einrot.com,Neshe1982,905-680-0666,1,Smith,12/2/1982,40,"Marine electronics technician",ServiceTaxis.ca,CA,822,"Showbiz Pizza Place"
female,American,Dr.,Janet,B,Hersom,"4281 rue de la Gauchetière",Montreal,QC,Quebec,"H3B 2M3",Canada,JanetBHersom@teleworm.us,Kook1995,514-594-4385,1,Grindle,6/15/1995,28,"Boiler operator",CocktailCoupons.ca,CA,823,"Record World"
female,American,Mrs.,Sandra,W,Trent,"1452 Port Washington Road",Burdett,AB,Alberta,"T0K 0J0",Canada,SandraWTrent@dayrep.com,Butc1965,403-833-1317,1,Mason,11/25/1965,57,"Occupational social worker",BroadReport.ca,CA,824,Corpbay
female,American,Ms.,Martha,D,Williams,"711 De L'Acadie Boul",Montreal,QC,Quebec,"H4N 3C5",Canada,MarthaDWilliams@einrot.com,Acusid,514-942-1201,1,Sharp,3/30/1951,72,"Administrative technician",UnpluggedApps.ca,CA,825,"The Flying Bear"
male,American,Mr.,Carlo,G,Foster,"1012 Clematis Avenue","Waterton Park",AB,Alberta,"T0K 2M0",Canada,CarloGFoster@rhyta.com,Explesse1969,403-859-1239,1,Dismuke,11/11/1969,53,"Aeronautical drafter",TonesOnDemand.ca,CA,826,Martin's
female,American,Mrs.,Phyllis,G,Wilson,"4611 rue Parc",Sherbrooke,QC,Quebec,"J1E 3B2",Canada,PhyllisGWilson@cuvox.de,Defarnefor,819-437-8808,1,Mazur,5/10/1963,60,"Computer technology trainer",SisterBlog.ca,CA,827,"Good Guys"
female,American,Mrs.,Mary,C,Perkins,"2027 Dufferin Street",Toronto,ON,Ontario,"M6H 4B6",Canada,MaryCPerkins@fleckens.hu,Herg2001,416-583-4354,1,Moore,4/29/2001,22,"Case management aide",CardCreature.ca,CA,828,"Harvest Foods"
male,American,Mr.,Berry,M,Duffy,"1620 A Avenue",Edmonton,AB,Alberta,"T5J 0K7",Canada,BerryMDuffy@teleworm.us,Sumate1971,780-944-0026,1,Guevara,2/3/1971,52,"Leather worker",InventoryCalculator.ca,CA,829,"David Weis"
male,American,Mr.,Joshua,M,Sande,"4721 Queen Elizabeth Boulevard",Etobicoke,ON,Ontario,"M8Z 1M3",Canada,JoshuaMSande@einrot.com,Tookins,416-770-2242,1,Stapleton,11/13/1959,63,"Garment presser",PublicEncounters.ca,CA,830,"Buckeye Furniture"
male,American,Mr.,Scott,B,Trevino,"4332 Orenda Rd",Brampton,ON,Ontario,"L6W 1Z2",Canada,ScottBTrevino@cuvox.de,Slonsune,905-455-0382,1,Williams,9/13/1968,54,"Diagnostic medical sonographer",MyDisguise.ca,CA,831,"Belle Ladi"
male,American,Mr.,Peter,D,Castro,"739 Carling Avenue",Ottawa,ON,Ontario,"K1Z 7B5",Canada,PeterDCastro@armyspy.com,Hembeed,613-729-6648,1,Rust,10/10/1950,72,"Artificial inseminator",TicketReplacement.ca,CA,832,"Zephyr Investments"
male,American,Mr.,Jerald,B,Smith,"4229 Duke Street",Montreal,QC,Quebec,"H3C 5K4",Canada,JeraldBSmith@fleckens.hu,Wamill1965,514-209-6085,1,Johnson,1/17/1965,58,"Estimator project manager",TechnoHire.ca,CA,833,"Manu Connection"
female,American,Ms.,Freida,S,Ahlers,"3655 Promenade du Portage",Hull,QC,Quebec,"S4P 3Y2",Canada,FreidaSAhlers@armyspy.com,Expere55,819-955-5439,1,Jackson,12/31/1955,67,"Copy editor",FirstInstructor.ca,CA,834,"Kohl's Food Stores"
female,American,Ms.,Margie,T,Bartram,"1576 49th Avenue",Iqaluit,NU,Nunavut,"X0A 0H0",Canada,MargieTBartram@armyspy.com,Eark1971,867-975-4179,1,Burt,12/29/1971,51,"Manpower development advisor",LipLotion.ca,CA,835,"Wealthy Ideas"
male,American,Mr.,Clarence,B,Janes,"1759 Eglinton Avenue",Toronto,ON,Ontario,"M4P 1A6",Canada,ClarenceBJanes@teleworm.us,Atephy,416-843-8237,1,Hildreth,4/27/1948,75,"Analytical chemist",BoulderZoo.ca,CA,836,"Price Club"
male,American,Mr.,Charles,S,Silva,"631 Brand Road",Saskatoon,SK,Saskatchewan,"S7K 1W8",Canada,CharlesSSilva@cuvox.de,Doess1996,306-242-2331,1,Matthews,5/28/1996,27,Cadet,CrucialLinks.ca,CA,837,Vari-Tec
male,American,Mr.,Michael,S,Mahmoud,"3019 Bellwood Acres Rd","Burk's Falls",ON,Ontario,"P0A 1C0",Canada,MichaelSMahmoud@jourrapide.com,Makesch,705-382-6259,1,Brennan,8/13/1964,58,"Embossing machine operator",DebateBook.ca,CA,838,Packer
male,American,Mr.,Carlos,C,Strother,"2157 Birkett Lane",Brantford,ON,Ontario,"N3T 2Z8",Canada,CarlosCStrother@teleworm.us,Thavite,519-759-4876,1,Watkins,11/26/1978,44,"Contract skidder",CarClues.ca,CA,839,"Hamady Bros. Supermarkets"
male,American,Mr.,Edward,C,Selph,"1272 Blanshard",Victoria,BC,"British Columbia","V8W 2H9",Canada,EdwardCSelph@fleckens.hu,Prooseas58,250-413-1705,1,Clark,2/13/1958,65,"Help-desk technician",InstantResales.ca,CA,840,"Fisher Foods"
male,American,Mr.,Howard,A,Jackson,"631 St Jean Baptiste St","Ste Sophie De Levrard",QC,Quebec,"G0X 3C0",Canada,HowardAJackson@einrot.com,Tray1998,819-288-1273,1,Hampson,12/23/1998,24,"Audio control engineer",FratJokes.ca,CA,841,Stratapro
